company_name,quarter,year,capital_expenditures,cash,common_shareholders'_equity,common_shares_outstanding,eps_int_surp_pdiff,eps_int_surp_value,funds_from_operations,ltg_mean_estimate,net_inc_before_extra_pfd_divs,net_sales_or_revenues,operating_income,tot_return_ind,total_assets,total_liabilities,turnover_by_volume,isin_code,earnings_date,ticker,pre_window_start,pre_window_end,post_window_start,post_window_end,has_full_pre_window,has_full_post_window,stock_return_30d,spy_return_30d,excess_return_30d,label_outperform_30d,f_eps_surprise_value,f_eps_surprise_pct,f_revenue_growth_qoq,f_revenue_growth_yoy,f_operating_margin,f_net_margin,f_net_income_change_qoq,f_net_income_change_yoy,f_cashflow_proxy_ffo_capex,f_leverage,f_equity_ratio,f_cash_to_assets_ratio,f_roa,f_roe,f_asset_turnover
3M COMPANY,1,2020,1501000.0,4634000.0,12867000.0,577750.0,,,7655000.0,,5384000.0,32184000.0,7039000.0,6998.52,46473000.0,33542000.0,203070.7,US88579Y1010,2020-04-28,MMM,2020-03-29,2020-04-27,2020-04-29,2020-05-28,True,True,0.01353767673112527,0.03328697507946443,-0.01974929834833916,0.0,,,0.0014936519790889058,0.0014936519790889058,0.2187111608252548,0.1672880934625901,814000.0,814000.0,6154000.0,0.7217524153809739,0.2768704409011684,0.0997138123211327,0.1158522152647774,0.4184347555762804,0.6925311471176813
3M COMPANY,1,2021,1603000.0,4564000.0,15046000.0,571845.0,,,8205000.0,,5921000.0,35355000.0,7493000.0,7193.55,46491000.0,31374000.0,175553.6,US88579Y1010,2021-04-27,MMM,2021-03-28,2021-04-26,2021-04-28,2021-05-27,True,True,0.0449423051483242,0.004528003928027102,0.0404143012202971,1.0,,,0.09852721849366142,0.09852721849366142,0.21193607693395558,0.16747277612784614,537000.0,537000.0,6602000.0,0.6748402916693553,0.3236325310275107,0.09816953819018735,0.1273579832655783,0.3935265186760601,0.7604697683422598
3M COMPANY,1,2022,1749000.0,3655000.0,14722000.0,549245.0,,,6261000.0,,5777000.0,34229000.0,7405000.0,7548.81,45496000.0,30726000.0,172223.5,US88579Y1010,2022-04-26,MMM,2022-03-27,2022-04-25,2022-04-27,2022-05-26,True,True,0.029928321825146043,-0.028662701353778575,0.05859102317892462,1.0,,,-0.031848394852213247,-0.031848394852213247,0.21633702416079933,0.1687750153378714,-144000.0,-144000.0,4512000.0,0.6753560752593635,0.32358888693511517,0.08033673289959557,0.12697819588535256,0.3924059231082733,0.7523518551081414
3M COMPANY,1,2023,1615000.0,5933000.0,4807000.0,552581.0,,,6363000.0,,-6995000.0,32681000.0,6825000.0,5311.18,45662000.0,40794000.0,217257.7,US88579Y1010,2023-04-25,MMM,2023-03-26,2023-04-24,2023-04-26,2023-05-25,True,True,-0.04270099589453946,0.02544766248667174,-0.0681486583812112,0.0,,,-0.04522480937216977,-0.04522480937216977,0.2088369388941587,-0.21403873810470916,-12772000.0,-12772000.0,4748000.0,0.893390565459244,0.10527353160176953,0.12993298585256888,-0.15319083701984143,-1.4551695444143957,0.715715474574044
3M COMPANY,1,2024,1181000.0,5600000.0,3842000.0,539470.0,,,1890000.0,,4173000.0,24575000.0,6781000.0,5134.35,35722000.0,31828000.0,259931.1,US88579Y1010,2024-04-30,MMM,2024-03-31,2024-04-29,2024-05-01,2024-05-30,True,True,0.0044902684195358145,0.04448858773819242,-0.039998319318656606,0.0,,,-0.24803402588660073,-0.24803402588660073,0.27593082400813834,0.16980671414038656,11168000.0,11168000.0,709000.0,0.8909915458261015,0.10755276860198197,0.15676613851408097,0.1168187671462964,1.086153045288912,0.6879514024970607
3M COMPANY,2,2010,1091000.0,3377000.0,15663000.0,711978.0,,,5038000.0,,4085000.0,26662000.0,5941000.0,2583.95,29508000.0,13491000.0,292172.1,US88579Y1010,2010-07-22,MMM,2010-06-22,2010-07-21,2010-07-23,2010-08-21,True,True,-0.05806272607365115,-0.026084811613435788,-0.03197791446021536,0.0,,,0.0,,0.2228264946365614,0.1532143125046883,0.0,,3947000.0,0.4571980479869866,0.5308052053680358,0.114443540734716,0.13843703402467128,0.26080572048777373,0.9035515792327504
3M COMPANY,2,2011,1379000.0,2219000.0,15420000.0,694970.0,,,5943000.0,,4283000.0,29611000.0,6165000.0,2941.92,30598000.0,14736000.0,261438.1,US88579Y1010,2011-07-26,MMM,2011-06-26,2011-07-25,2011-07-27,2011-08-25,True,True,-0.10629916784734661,-0.10964793238331993,0.0033487645359733254,1.0,,,0.0,0.11060685619983501,0.20819965553341663,0.14464219377933876,0.0,198000.0,4564000.0,0.4816001045819988,0.5039545068305118,0.07252107980913786,0.13997646905026473,0.2777561608300908,0.9677429897378914
3M COMPANY,2,2012,1484000.0,2883000.0,17575000.0,687092.0,,,5554000.0,,4444000.0,29904000.0,6507000.0,2894.15,33298000.0,15258000.0,227192.2,US88579Y1010,2012-07-26,MMM,2012-06-26,2012-07-25,2012-07-27,2012-08-25,True,True,0.018660279259717916,0.02040653919686619,-0.0017462599371482757,0.0,,,0.0,0.009894971463307645,0.21759630818619582,0.14860888175494916,0.0,161000.0,4070000.0,0.4582257192624182,0.5278094780467295,0.08658177668328428,0.13346146915730675,0.2528591749644381,0.8980719562736501
3M COMPANY,2,2013,1665000.0,2581000.0,17502000.0,663296.0,,,5977000.0,,4659000.0,30871000.0,6685000.0,3516.98,33190000.0,15242000.0,194199.3,US88579Y1010,2013-07-25,MMM,2013-06-25,2013-07-24,2013-07-26,2013-08-24,True,True,-0.016055879903955295,-0.014724517222311828,-0.0013313626816434665,0.0,,,0.0,0.03233681112894593,0.21654627320138642,0.15091833759839332,0.0,215000.0,4312000.0,0.45923470924977405,0.5273275082856282,0.07776438686351311,0.14037360650798433,0.26619814878299625,0.9301295570955107
3M COMPANY,2,2014,1493000.0,1897000.0,13109000.0,635135.0,,,6726000.0,,4956000.0,31821000.0,7145000.0,4649.45,30380000.0,17238000.0,221711.8,US88579Y1010,2014-07-24,MMM,2014-06-24,2014-07-23,2014-07-25,2014-08-23,True,True,-0.0009000991588515861,0.0074348527173695445,-0.00833495187622113,0.0,,,0.0,0.030773217582844792,0.22453725527167595,0.15574620533609881,0.0,297000.0,5233000.0,0.567412771560237,0.4315009874917709,0.062442396313364054,0.1631336405529954,0.378060874208559,1.047432521395655
3M COMPANY,2,2015,1461000.0,1798000.0,11708000.0,609330.0,,,7210000.0,,4833000.0,30274000.0,7062000.0,5666.34,32208000.0,20461000.0,170334.4,US88579Y1010,2015-07-23,MMM,2015-06-23,2015-07-22,2015-07-24,2015-08-22,True,True,-0.04186138450129584,-0.04889424430384537,0.007032859802549529,1.0,,,0.0,-0.04861569403852806,0.23326947215432384,0.15964193697562265,0.0,-123000.0,5749000.0,0.6352769498261301,0.36351217088922005,0.05582463984103329,0.15005588673621462,0.4127946703108985,0.9399528067560854
3M COMPANY,2,2016,1420000.0,2398000.0,10298000.0,596726.0,,,6669000.0,,5050000.0,30109000.0,7226000.0,6001.23,32484000.0,22141000.0,199949.9,US88579Y1010,2016-07-26,MMM,2016-06-26,2016-07-25,2016-07-27,2016-08-25,True,True,0.013625398526321275,0.0054497951834404645,0.00817560334288081,1.0,,,0.0,-0.00545022131201689,0.2399946859742934,0.16772393636454216,0.0,217000.0,5249000.0,0.6815970939539465,0.3170176086688831,0.07382095801009728,0.1554611501046669,0.49038648281219654,0.9268870828715675
3M COMPANY,2,2017,1373000.0,3053000.0,11563000.0,594884.0,,,5881000.0,,5620000.0,31657000.0,7326000.0,7009.53,37476000.0,25854000.0,147363.6,US88579Y1010,2017-07-25,MMM,2017-06-25,2017-07-24,2017-07-26,2017-08-24,True,True,0.021366290933685583,-0.013902888085346898,0.03526917901903248,1.0,,,0.0,0.05141319871134886,0.23141801181413274,0.17752787693085256,0.0,570000.0,4508000.0,0.6898815241754723,0.30854413491301097,0.08146547123492369,0.1499626427580318,0.48603303640923634,0.8447272921336322
3M COMPANY,2,2018,1577000.0,2853000.0,9796000.0,576575.0,,,6711000.0,,5525000.0,32765000.0,6795000.0,7993.26,36135000.0,26287000.0,199748.2,US88579Y1010,2018-07-24,MMM,2018-06-24,2018-07-23,2018-07-25,2018-08-23,True,True,-0.0013258369024604644,0.0062671036519146295,-0.007592940554375094,0.0,,,0.0,0.03500015794295108,0.20738593010834733,0.16862505722569815,0.0,-95000.0,5134000.0,0.7274664452746644,0.2710945067109451,0.07895392278953922,0.15289885152898852,0.5640057166190282,0.9067386190673862
3M COMPANY,2,2019,1699000.0,2353000.0,10063000.0,575185.0,,,6267000.0,,4570000.0,32136000.0,6972000.0,8188.0,44138000.0,34012000.0,167423.7,US88579Y1010,2019-07-25,MMM,2019-06-25,2019-07-24,2019-07-26,2019-08-24,True,True,-0.09601061276522427,-0.05681894618274119,-0.039191666582483076,0.0,,,0.0,-0.019197314207233362,0.2169529499626587,0.14220811550908638,0.0,-955000.0,4568000.0,0.7705831709637954,0.22798948751642575,0.05331007295301101,0.10353890072046762,0.45413892477392426,0.7280801123748244
3M COMPANY,2,2020,1501000.0,4634000.0,12867000.0,577750.0,,,7655000.0,,5384000.0,32184000.0,7039000.0,5330.21,46473000.0,33542000.0,358177.4,US88579Y1010,2020-07-28,MMM,2020-06-28,2020-07-27,2020-07-29,2020-08-27,True,True,0.059670467944437755,0.07138896619391044,-0.011718498249472686,0.0,,,0.0,0.0014936519790889058,0.2187111608252548,0.1672880934625901,0.0,814000.0,6154000.0,0.7217524153809739,0.2768704409011684,0.0997138123211327,0.1158522152647774,0.4184347555762804,0.6925311471176813
3M COMPANY,2,2021,1603000.0,4564000.0,15046000.0,571845.0,,,8205000.0,,5921000.0,35355000.0,7493000.0,7996.88,46491000.0,31374000.0,213188.0,US88579Y1010,2021-07-27,MMM,2021-06-27,2021-07-26,2021-07-28,2021-08-26,True,True,-0.0074085542505513136,0.016931439098896828,-0.02433999334944814,0.0,,,0.0,0.09852721849366142,0.21193607693395558,0.16747277612784614,0.0,537000.0,6602000.0,0.6748402916693553,0.3236325310275107,0.09816953819018735,0.1273579832655783,0.3935265186760601,0.7604697683422598
3M COMPANY,2,2022,1749000.0,3655000.0,14722000.0,549245.0,,,6261000.0,,5777000.0,34229000.0,7405000.0,6421.23,45496000.0,30726000.0,265116.3,US88579Y1010,2022-07-26,MMM,2022-06-26,2022-07-25,2022-07-27,2022-08-25,True,True,0.03863647575057638,0.0460552186193155,-0.007418742868739114,0.0,,,0.0,-0.031848394852213247,0.21633702416079933,0.1687750153378714,0.0,-144000.0,4512000.0,0.6753560752593635,0.32358888693511517,0.08033673289959557,0.12697819588535256,0.3924059231082733,0.7523518551081414
3M COMPANY,2,2023,1615000.0,5933000.0,4807000.0,552581.0,,,6363000.0,,-6995000.0,32681000.0,6825000.0,4693.37,45662000.0,40794000.0,271960.7,US88579Y1010,2023-07-25,MMM,2023-06-25,2023-07-24,2023-07-26,2023-08-24,True,True,-0.11245494792368227,-0.04087718237069138,-0.07157776555299089,0.0,,,0.0,-0.04522480937216977,0.2088369388941587,-0.21403873810470916,0.0,-12772000.0,4748000.0,0.893390565459244,0.10527353160176953,0.12993298585256888,-0.15319083701984143,-1.4551695444143957,0.715715474574044
3M COMPANY,2,2024,1181000.0,5600000.0,3842000.0,539470.0,,,1890000.0,,4173000.0,24575000.0,6781000.0,5367.87,35722000.0,31828000.0,385624.3,US88579Y1010,2024-07-26,MMM,2024-06-26,2024-07-25,2024-07-27,2024-08-25,True,True,0.04306503273617435,0.03188549518289707,0.011179537553277274,1.0,,,0.0,-0.24803402588660073,0.27593082400813834,0.16980671414038656,0.0,11168000.0,709000.0,0.8909915458261015,0.10755276860198197,0.15676613851408097,0.1168187671462964,1.086153045288912,0.6879514024970607
